gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
CFAP70,0.875828304,6.406847643,1.709632973,0.090178056,0.283301685,-5.578985043,Cilia,0.188883424
TPR,-0.480559939,7.072134132,-1.709491626,0.09020431,0.283352923,-5.478669687,NA,0.133792425
AC011313.1,1.187261907,-0.203934109,1.709220897,0.090254615,0.283417198,-4.752968296,NA,0
AC048338.2,1.354400494,-0.278723608,1.709237394,0.090251549,0.283417198,-4.752515377,NA,0
LINC01989,1.086451702,0.593061463,1.709224004,0.090254037,0.283417198,-4.808125862,NA,0.001967536
AC100803.4,1.151218606,0.302252133,1.709087339,0.09027944,0.28346391,-4.79930281,NA,0.00245942
AC138965.1,1.221953172,0.150806912,1.70884278,0.090324912,0.283575433,-4.76769743,NA,0.000491884
AC025428.1,1.286202655,-0.059676981,1.708616767,0.090366951,0.283582423,-4.767255648,NA,0.000491884
AC092490.1,1.211615705,-0.220192717,1.70868015,0.09035516,0.283582423,-4.753731221,NA,0
AC099654.16,1.361242153,-0.300921198,1.708683107,0.09035461,0.283582423,-4.753464546,NA,0
CYFIP1,-0.52239453,6.506793385,-1.708635968,0.090363379,0.283582423,-5.375506624,NA,0.099852435
AC078880.1,1.265116838,0.006772109,1.70843614,0.090400561,0.28359356,-4.767769488,NA,0.000491884
FADD,0.930168538,0.843433628,1.708383724,0.090410316,0.28359356,-4.819525297,Development (apoptosis),0.001967536
LIMS4,1.160093865,0.129397837,1.708443071,0.090399271,0.28359356,-4.768186863,NA,0.000491884
LINC02625,1.055234937,0.867457321,1.708433322,0.090401085,0.28359356,-4.819192043,NA,0.00245942
UST-AS1,1.183459343,-0.214661765,1.708301815,0.090425561,0.283610157,-4.7543212,NA,0
AC093426.1,1.195484761,0.752774085,1.707591917,0.090557781,0.283955508,-4.801924641,NA,0.001967536
AC108449.2,0.962004607,0.823341857,1.707598887,0.090556482,0.283955508,-4.806744375,NA,0.002951303
FAM245A,1.298633131,0.942910424,1.707550115,0.090565572,0.283955508,-4.836194049,NA,0.002951303
AC245033.2,1.007898398,0.861017617,1.707436915,0.090586671,0.283990411,-4.811970698,NA,0.001967536
AL035691.1,1.291986373,-0.209030299,1.70732647,0.090607261,0.284023708,-4.756020117,NA,0
SLC25A25,0.464215212,5.383216205,1.707203101,0.090630265,0.284064565,-5.337310849,Transport,0.088047221
ADAMDEC1,1.154447062,0.319015061,1.706888185,0.090689008,0.284217415,-4.793929946,NA,0.000983768
AL049649.1,1.070712069,1.22772888,1.706828586,0.090700128,0.284221003,-4.847676483,NA,0.003443187
DLL3,1.157580756,0.799890811,1.706423071,0.090775824,0.284426922,-4.823325535,Development (differentiation),0.001967536
AC016266.1,1.204485855,0.400780447,1.70620853,0.090815892,0.284485033,-4.787600636,NA,0.000983768
AC107918.5,1.255146358,-0.084915394,1.706109934,0.090834311,0.284485033,-4.771085581,NA,0.000491884
AL596188.1,1.283204628,-0.228253292,1.706157713,0.090825385,0.284485033,-4.757796633,NA,0
NSMF,1.215331427,4.871345979,1.706130328,0.090830501,0.284485033,-5.365345617,NA,0.106246926
ZBED3,0.658627558,3.31323601,1.705984741,0.090857703,0.284527018,-5.041819,NA,0.021642892
AC011825.4,1.189620625,-0.152325991,1.705118554,0.091019681,0.284788782,-4.759558455,NA,0
AC018809.2,0.948313791,0.805053974,1.705334534,0.09097927,0.284788782,-4.814968276,NA,0.001967536
AC105230.1,1.055341006,0.810636481,1.705056718,0.091031253,0.284788782,-4.821447301,NA,0.00245942
AL161640.1,1.394733409,0.273990696,1.705155825,0.091012706,0.284788782,-4.805157176,NA,0.001475652
CENPQ,-0.698016288,3.735567977,-1.70507599,0.091027646,0.284788782,-4.948931482,NA,0.00885391
DTWD1,-0.571173247,5.826417868,-1.705218716,0.091000938,0.284788782,-5.233832466,NA,0.063453025
FNBP1L,0.535779303,6.215179319,1.705098401,0.091023452,0.284788782,-5.502856994,NA,0.141170684
TPX2,-1.173092303,2.488077429,-1.705147021,0.091014354,0.284788782,-4.80548794,NA,0.001475652
TSHZ1,0.71708322,6.116451988,1.705125284,0.091018421,0.284788782,-5.490076416,NA,0.145597639
ZCCHC10,-0.46096193,5.169417416,-1.704895699,0.091061393,0.284851795,-5.191799712,NA,0.040826365
AC046158.2,1.156077422,0.011793103,1.704773976,0.091084183,0.284886244,-4.773125446,NA,0.000491884
AF124730.1,1.154736048,-0.179618017,1.704591215,0.091118409,0.284886244,-4.760268775,NA,0
SEPTIN9,0.646462213,7.19402683,1.704581269,0.091120272,0.284886244,-5.702124042,NA,0.274963109
ZNF525,-0.52200147,4.044430424,-1.704569901,0.091122402,0.284886244,-5.057734287,NA,0.016232169
ZNF629,0.575487986,3.213178266,1.704704884,0.091097121,0.284886244,-5.073789051,NA,0.018199705
AF096876.1,1.225311642,-0.174694167,1.704466192,0.091141829,0.284905945,-4.760803505,NA,0
COQ8B,0.655414729,4.520277017,1.704429501,0.091148703,0.284905945,-5.196584251,NA,0.068863748
AC103874.1,1.139100969,0.832538132,1.704125219,0.091205726,0.285022784,-4.831535522,NA,0.002951303
FXR1,0.448970271,7.603380407,1.704123273,0.09120609,0.285022784,-5.722037258,NA,0.30152484
AC021979.2,1.282218692,-0.331751958,1.703840984,0.091259018,0.285135278,-4.760502487,NA,0
LNPK,-0.353376227,5.645187001,-1.703824528,0.091262104,0.285135278,-5.266549708,NA,0.061977373
AC024651.3,1.203844067,-0.252985435,1.703647058,0.091295392,0.285170028,-4.761507038,NA,0
AC090907.1,1.177273794,0.050942438,1.703445126,0.091333281,0.285170028,-4.775703591,NA,0.000491884
