gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
KANSL1,0.674767707,7.190099008,2.445950965,0.017675629,0.063568439,-3.929061615,NA,0.189156627
PPP1R15A,-0.977375204,8.274332275,-2.445657372,0.017688578,0.063577981,-3.941421771,Metabolism (other),0.127710843
RBM5,0.692289835,7.342622397,2.444792917,0.017726756,0.063678137,-3.933008979,NA,0.272289157
ACAP2,0.544290345,7.068118236,2.443979905,0.017762729,0.063726455,-3.933648771,Metabolism or Transport (lipid),0.122891566
SERPINA1,0.546284939,6.782249509,2.443556559,0.017781487,0.063726455,-3.940907483,Inflammation/Immune/Stress/Toxic/Detox,0.118072289
TTPA,0.602624592,6.317817263,2.443723666,0.017774081,0.063726455,-3.951056307,Transport,0.075903614
ZNF622,0.531365351,6.761479137,2.443590901,0.017779965,0.063726455,-3.949328539,NA,0.130120482
CST3,1.093873315,8.662713017,2.442421596,0.017831863,0.063747531,-4.031710466,NA,0.280722892
DBF4,0.564890543,6.73157721,2.442788462,0.017815566,0.063747531,-3.945715197,NA,0.110843373
DNAJB1,-1.12876865,8.842634054,-2.442261379,0.017838985,0.063747531,-3.953051187,Metabolism (other),0.322891566
EIF2AK4,0.625851966,6.566846357,2.442790498,0.017815475,0.063747531,-3.939622334,NA,0.089156627
GRIN2D,0.617328826,6.975780949,2.442411768,0.0178323,0.063747531,-3.935923684,NA,0.11686747
SPSB1,0.560333541,7.082727287,2.442001911,0.017850524,0.063751871,-3.944797151,NA,0.196385542
IP6K2,0.484999003,6.995997634,2.441668905,0.017865343,0.063767915,-3.954421539,Metabolism (other),0.201204819
ARPP19,0.460415052,6.592830895,2.440152128,0.017932981,0.063935427,-3.968075067,NA,0.120481928
HOXB2,0.61313729,6.460299593,2.440377868,0.0179229,0.063935427,-3.949842342,Development (differentiation),0.075903614
CENPT,0.503398037,6.887790674,2.438946905,0.01798689,0.064090622,-3.953095626,NA,0.127710843
FOXO4,0.567498995,6.693467096,2.438659217,0.01799978,0.064099563,-3.958405839,Development (differentiation),0.137349398
